|dates|Montmorency_Michigan_UnitedStates.AveragePrecipitationTotal.data|Montmorency_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Montmorency_Michigan_UnitedStates.AveragePrecipitation.data|Montmorency_Michigan_UnitedStates.AveragePrecipitation.missing|Montmorency_Michigan_UnitedStates.AverageWindDirection.data|Montmorency_Michigan_UnitedStates.AverageWindDirection.missing|Montmorency_Michigan_UnitedStates.AverageWindSpeed.data|Montmorency_Michigan_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0020833333333333333|0|0.00025|0|226.7222222222222|0|11.72638888888889|0
0|2020-01-02|0.0|0|0.0|0|215.20833333333334|0|12.291666666666666|0
0|2020-01-03|0.0|0|0.0|0|188.36805555555554|0|6.047123015873015|0
0|2020-01-04|0.0|0|0.0003888888888888889|0|165.63888888888889|0|4.634722222222223|0
0|2020-01-05|0.000625|0|0.004604166666666667|0|219.13194444444443|0|9.559027777777779|0
0|2020-01-06|0.00375|0|0.0006111111111111112|0|267.02777777777777|0|13.074652777777777|0
0|2020-01-07|0.0|0|0.0004166666666666667|0|236.09722222222226|0|11.871527777777779|0
0|2020-01-08|0.0005208333333333333|0|0.0012916666666666669|0|215.97916666666666|0|5.960416666666667|0
0|2020-01-09|0.0|0|0.001443452380952381|0|162.30654761904762|0|15.69345238095238|0
0|2020-01-10|0.00125|0|0.0|0|145.90277777777777|0|7.138888888888888|0
0|2020-01-11|0.003472222222222222|0|0.007020833333333335|0|28.57638888888889|0|10.74375|0
0|2020-01-12|0.0020833333333333333|0|0.0016666666666666668|0|80.34722222222223|0|4.875|0
0|2020-01-13|0.0008333333333333334|0|0.0004166666666666667|0|99.34722222222223|0|3.1236111111111113|0
0|2020-01-14|0.0|0|0.0|0|209.2222222222222|0|10.988888888888889|0
0|2020-01-15|0.0|0|0.0008333333333333334|0|74.09226190476191|0|3.84375|0
0|2020-01-16|0.00125|0|0.002159722222222222|0|191.01041666666666|0|6.693055555555554|0
0|2020-01-17|0.0025|0|0.0|0|83.81944444444444|0|5.1875|0
0|2020-01-18|0.0|0|0.005541666666666667|0|144.72916666666666|0|9.181249999999999|0
0|2020-01-19|0.0025|0|0.0|0|123.9236111111111|0|5.15625|0
0|2020-01-20|0.0|0|0.0|0|162.08333333333334|0|3.5416666666666665|0
0|2020-01-21|0.0|0|0.0|0|225.0|0|12.791666666666666|0
0|2020-01-22|0.0|0|0.0|0|215.27777777777774|0|13.527777777777777|0
0|2020-01-23|0.0|0|0.0016041666666666667|0|150.41666666666669|0|6.083333333333333|0
0|2020-01-24|0.0020833333333333333|0|0.0007500000000000001|0|70.63888888888889|0|6.960416666666667|0
0|2020-01-25|0.0016666666666666668|0|0.0008333333333333334|0|142.22222222222223|0|3.3208333333333333|0
0|2020-01-26|0.0|0|0.0004166666666666667|0|268.4408068783069|0|8.710515873015874|0
0|2020-01-27|0.00010416666666666667|0|0.0|0|177.74305555555557|0|4.75|0
0|2020-01-28|0.0|0|0.0|0|183.61805555555557|0|5.0062500000000005|0
0|2020-01-29|0.0|0|0.0|0|71.66666666666667|0|2.5416666666666665|0
0|2020-01-30|0.0|0|0.0|0|168.0902777777778|0|5.694444444444444|0
0|2020-01-31|0.0|0|0.0|0|200.41666666666666|0|7.024305555555556|0
