|dates|Macomb_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Macomb_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Macomb_Michigan_UnitedStates.Male_Total_Population.data|Macomb_Michigan_UnitedStates.Male_Total_Population.missing|Macomb_Michigan_UnitedStates.Female_Total_Population.data|Macomb_Michigan_UnitedStates.Female_Total_Population.missing|Macomb_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Macomb_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|148636.0|0|425844.0|0|448915.0|0|184009.0|0
