|dates|Calaveras_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calaveras_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calaveras_California_UnitedStates.Male_Total_Population.data|Calaveras_California_UnitedStates.Male_Total_Population.missing|Calaveras_California_UnitedStates.Female_Total_Population.data|Calaveras_California_UnitedStates.Female_Total_Population.missing|Calaveras_California_UnitedStates.MaleAndFemale_Under18_Population.data|Calaveras_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12553.0|0|22697.0|0|22905.0|0|7721.0|0
