|dates|Lee_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lee_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lee_Mississippi_UnitedStates.Male_Total_Population.data|Lee_Mississippi_UnitedStates.Male_Total_Population.missing|Lee_Mississippi_UnitedStates.Female_Total_Population.data|Lee_Mississippi_UnitedStates.Female_Total_Population.missing|Lee_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Lee_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12598.0|0|40726.0|0|44476.0|0|21542.0|0
