|dates|Jones_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jones_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jones_Mississippi_UnitedStates.Male_Total_Population.data|Jones_Mississippi_UnitedStates.Male_Total_Population.missing|Jones_Mississippi_UnitedStates.Female_Total_Population.data|Jones_Mississippi_UnitedStates.Female_Total_Population.missing|Jones_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Jones_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11577.0|0|33256.0|0|35205.0|0|17176.0|0
