|dates|Lincoln_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_NorthCarolina_UnitedStates.Male_Total_Population.data|Lincoln_NorthCarolina_UnitedStates.Male_Total_Population.missing|Lincoln_NorthCarolina_UnitedStates.Female_Total_Population.data|Lincoln_NorthCarolina_UnitedStates.Female_Total_Population.missing|Lincoln_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14802.0|0|41594.0|0|42176.0|0|17649.0|0
