|dates|Sussex_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sussex_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sussex_Virginia_UnitedStates.Male_Total_Population.data|Sussex_Virginia_UnitedStates.Male_Total_Population.missing|Sussex_Virginia_UnitedStates.Female_Total_Population.data|Sussex_Virginia_UnitedStates.Female_Total_Population.missing|Sussex_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Sussex_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1996.0|0|6658.0|0|4579.0|0|1732.0|0
