|dates|McKenzie_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McKenzie_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McKenzie_NorthDakota_UnitedStates.Male_Total_Population.data|McKenzie_NorthDakota_UnitedStates.Male_Total_Population.missing|McKenzie_NorthDakota_UnitedStates.Female_Total_Population.data|McKenzie_NorthDakota_UnitedStates.Female_Total_Population.missing|McKenzie_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|McKenzie_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1248.0|0|7277.0|0|6355.0|0|4292.0|0
