|dates|Maricopa_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Maricopa_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Maricopa_Arizona_UnitedStates.Male_Total_Population.data|Maricopa_Arizona_UnitedStates.Male_Total_Population.missing|Maricopa_Arizona_UnitedStates.Female_Total_Population.data|Maricopa_Arizona_UnitedStates.Female_Total_Population.missing|Maricopa_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|Maricopa_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
