|dates|PresqueIsle_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|PresqueIsle_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|PresqueIsle_Michigan_UnitedStates.Male_Total_Population.data|PresqueIsle_Michigan_UnitedStates.Male_Total_Population.missing|PresqueIsle_Michigan_UnitedStates.Female_Total_Population.data|PresqueIsle_Michigan_UnitedStates.Female_Total_Population.missing|PresqueIsle_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|PresqueIsle_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4001.0|0|6334.0|0|6404.0|0|2040.0|0
