|dates|Wilbarger_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wilbarger_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wilbarger_Texas_UnitedStates.Male_Total_Population.data|Wilbarger_Texas_UnitedStates.Male_Total_Population.missing|Wilbarger_Texas_UnitedStates.Female_Total_Population.data|Wilbarger_Texas_UnitedStates.Female_Total_Population.missing|Wilbarger_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Wilbarger_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2355.0|0|6348.0|0|6472.0|0|2849.0|0
