|dates|Marion_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Florida_UnitedStates.Male_Total_Population.data|Marion_Florida_UnitedStates.Male_Total_Population.missing|Marion_Florida_UnitedStates.Female_Total_Population.data|Marion_Florida_UnitedStates.Female_Total_Population.missing|Marion_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|104178.0|0|172642.0|0|187335.0|0|66922.0|0
