|dates|Woodson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Woodson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Woodson_Kansas_UnitedStates.NYT_ConfirmedCases.data|Woodson_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Woodson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Woodson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Woodson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Woodson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|286.0|0|0.0|100|8.0|0|0.0|100
