|dates|Monmouth_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monmouth_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monmouth_NewJersey_UnitedStates.Male_Total_Population.data|Monmouth_NewJersey_UnitedStates.Male_Total_Population.missing|Monmouth_NewJersey_UnitedStates.Female_Total_Population.data|Monmouth_NewJersey_UnitedStates.Female_Total_Population.missing|Monmouth_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Monmouth_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|109201.0|0|302288.0|0|319066.0|0|131723.0|0
