|dates|Rock_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rock_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rock_Wisconsin_UnitedStates.Male_Total_Population.data|Rock_Wisconsin_UnitedStates.Male_Total_Population.missing|Rock_Wisconsin_UnitedStates.Female_Total_Population.data|Rock_Wisconsin_UnitedStates.Female_Total_Population.missing|Rock_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Rock_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27022.0|0|80393.0|0|82736.0|0|37701.0|0
