|dates|Logan_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Logan_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Logan_Ohio_UnitedStates.Male_Total_Population.data|Logan_Ohio_UnitedStates.Male_Total_Population.missing|Logan_Ohio_UnitedStates.Female_Total_Population.data|Logan_Ohio_UnitedStates.Female_Total_Population.missing|Logan_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Logan_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8225.0|0|22471.0|0|22887.0|0|10420.0|0
