|dates|Guernsey_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Guernsey_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Guernsey_Ohio_UnitedStates.Male_Total_Population.data|Guernsey_Ohio_UnitedStates.Male_Total_Population.missing|Guernsey_Ohio_UnitedStates.Female_Total_Population.data|Guernsey_Ohio_UnitedStates.Female_Total_Population.missing|Guernsey_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Guernsey_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7625.0|0|19472.0|0|19550.0|0|8637.0|0
