|dates|Kleberg_Texas_UnitedStates.BLS_EmployedPopulation.data|Kleberg_Texas_UnitedStates.BLS_EmployedPopulation.missing|Kleberg_Texas_UnitedStates.BLS_UnemployedPopulation.data|Kleberg_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Kleberg_Texas_UnitedStates.BLS_UnemploymentRate.data|Kleberg_Texas_UnitedStates.BLS_UnemploymentRate.missing|Kleberg_Texas_UnitedStates.BLS_LaborForcePopulation.data|Kleberg_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-02|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-03|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-04|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-05|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-06|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-07|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-08|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-09|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-10|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-11|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-12|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-13|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-14|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-15|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-16|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-17|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-18|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-19|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-20|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-21|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-22|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-23|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-24|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-25|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-26|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-27|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-28|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-29|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-30|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-01-31|12784.5|0|622.0|0|4.639540521388879|0|13406.5|0
0|2020-02-01|13044.5|0|607.5|0|4.449897450922942|0|13652.0|0
