|dates|Clearfield_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clearfield_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clearfield_Pennsylvania_UnitedStates.Male_Total_Population.data|Clearfield_Pennsylvania_UnitedStates.Male_Total_Population.missing|Clearfield_Pennsylvania_UnitedStates.Female_Total_Population.data|Clearfield_Pennsylvania_UnitedStates.Female_Total_Population.missing|Clearfield_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Clearfield_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16291.0|0|41694.0|0|37694.0|0|14453.0|0
