|dates|Leelanau_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Leelanau_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Leelanau_Michigan_UnitedStates.Male_Total_Population.data|Leelanau_Michigan_UnitedStates.Male_Total_Population.missing|Leelanau_Michigan_UnitedStates.Female_Total_Population.data|Leelanau_Michigan_UnitedStates.Female_Total_Population.missing|Leelanau_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Leelanau_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6731.0|0|10748.0|0|11016.0|0|3495.0|0
