|dates|Lancaster_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lancaster_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lancaster_Nebraska_UnitedStates.Male_Total_Population.data|Lancaster_Nebraska_UnitedStates.Male_Total_Population.missing|Lancaster_Nebraska_UnitedStates.Female_Total_Population.data|Lancaster_Nebraska_UnitedStates.Female_Total_Population.missing|Lancaster_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Lancaster_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|44139.0|0|159223.0|0|158049.0|0|72512.0|0
