|dates|Marion_Arkansas_UnitedStates.BLS_EmployedPopulation.data|Marion_Arkansas_UnitedStates.BLS_EmployedPopulation.missing|Marion_Arkansas_UnitedStates.BLS_UnemployedPopulation.data|Marion_Arkansas_UnitedStates.BLS_UnemployedPopulation.missing|Marion_Arkansas_UnitedStates.BLS_UnemploymentRate.data|Marion_Arkansas_UnitedStates.BLS_UnemploymentRate.missing|Marion_Arkansas_UnitedStates.BLS_LaborForcePopulation.data|Marion_Arkansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|5825.0|0|291.0|0|4.758011772400262|0|6116.0|0
