|dates|Pecos_Texas_UnitedStates.BLS_EmployedPopulation.data|Pecos_Texas_UnitedStates.BLS_EmployedPopulation.missing|Pecos_Texas_UnitedStates.BLS_UnemployedPopulation.data|Pecos_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Pecos_Texas_UnitedStates.BLS_UnemploymentRate.data|Pecos_Texas_UnitedStates.BLS_UnemploymentRate.missing|Pecos_Texas_UnitedStates.BLS_LaborForcePopulation.data|Pecos_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-02|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-03|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-04|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-05|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-06|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-07|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-08|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-09|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-10|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-11|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-12|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-13|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-14|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-15|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-16|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-17|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-18|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-19|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-20|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-21|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-22|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-23|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-24|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-25|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-26|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-27|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-28|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-29|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-30|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-01-31|6111.0|0|251.5|0|3.9528487229862477|0|6362.5|0
0|2020-02-01|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-02|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-03|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-04|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-05|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-06|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-07|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-08|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-09|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-10|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-11|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-12|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-13|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-14|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-15|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-16|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-17|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-18|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-19|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-20|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-21|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-22|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-23|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-24|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-25|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-26|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-27|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-28|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-02-29|6113.0|0|235.5|0|3.709537686067575|0|6348.5|0
0|2020-03-01|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-02|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-03|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-04|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-05|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-06|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-07|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-08|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-09|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-10|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-11|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-12|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-13|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-14|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-15|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-16|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-17|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-18|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-19|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-20|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-21|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-22|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
0|2020-03-23|5976.5|0|334.0|0|5.292766024879169|0|6310.5|0
