|dates|Washington_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_NorthCarolina_UnitedStates.Male_Total_Population.data|Washington_NorthCarolina_UnitedStates.Male_Total_Population.missing|Washington_NorthCarolina_UnitedStates.Female_Total_Population.data|Washington_NorthCarolina_UnitedStates.Female_Total_Population.missing|Washington_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2889.0|0|5630.0|0|6229.0|0|2377.0|0
