|dates|Marion_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Missouri_UnitedStates.Male_Total_Population.data|Marion_Missouri_UnitedStates.Male_Total_Population.missing|Marion_Missouri_UnitedStates.Female_Total_Population.data|Marion_Missouri_UnitedStates.Female_Total_Population.missing|Marion_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5168.0|0|13924.0|0|14668.0|0|6649.0|0
