|dates|Unassigned_Florida_UnitedStates.BLS_EmployedPopulation.data|Unassigned_Florida_UnitedStates.BLS_EmployedPopulation.missing|Unassigned_Florida_UnitedStates.BLS_UnemployedPopulation.data|Unassigned_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Unassigned_Florida_UnitedStates.BLS_UnemploymentRate.data|Unassigned_Florida_UnitedStates.BLS_UnemploymentRate.missing|Unassigned_Florida_UnitedStates.BLS_LaborForcePopulation.data|Unassigned_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
