|dates|Seward_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Seward_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Seward_Kansas_UnitedStates.Male_Total_Population.data|Seward_Kansas_UnitedStates.Male_Total_Population.missing|Seward_Kansas_UnitedStates.Female_Total_Population.data|Seward_Kansas_UnitedStates.Female_Total_Population.missing|Seward_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Seward_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2130.0|0|11052.0|0|10728.0|0|6909.0|0
