|dates|Lane_Kansas_UnitedStates.BLS_EmployedPopulation.data|Lane_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Lane_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Lane_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Lane_Kansas_UnitedStates.BLS_UnemploymentRate.data|Lane_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Lane_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Lane_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-02|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-03|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-04|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-05|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-06|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-07|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-08|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-09|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-10|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-11|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-12|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-13|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-14|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-15|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-16|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-17|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-18|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-19|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-20|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-21|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-22|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-23|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-24|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-25|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-26|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-27|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-28|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-29|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-30|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-01-31|708.5|0|18.0|0|2.477632484514797|0|726.5|0
0|2020-02-01|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-02|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-03|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-04|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-05|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-06|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-07|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-08|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-09|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-10|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-11|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-12|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-13|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-14|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-15|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-16|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-17|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-18|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-19|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-20|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-21|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-22|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-23|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-24|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-25|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-26|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-27|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-28|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-02-29|709.5|0|21.0|0|2.8747433264887063|0|730.5|0
0|2020-03-01|709.5|0|23.0|0|3.1399317406143346|0|732.5|0
0|2020-03-02|709.5|0|23.0|0|3.1399317406143346|0|732.5|0
0|2020-03-03|709.5|0|23.0|0|3.1399317406143346|0|732.5|0
0|2020-03-04|709.5|0|23.0|0|3.1399317406143346|0|732.5|0
0|2020-03-05|709.5|0|23.0|0|3.1399317406143346|0|732.5|0
0|2020-03-06|709.5|0|23.0|0|3.1399317406143346|0|732.5|0
0|2020-03-07|709.5|0|23.0|0|3.1399317406143346|0|732.5|0
0|2020-03-08|709.5|0|23.0|0|3.1399317406143346|0|732.5|0
0|2020-03-09|709.5|0|23.0|0|3.1399317406143346|0|732.5|0
0|2020-03-10|709.5|0|23.0|0|3.1399317406143346|0|732.5|0
0|2020-03-11|709.5|0|23.0|0|3.1399317406143346|0|732.5|0
