|dates|Marion_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Oregon_UnitedStates.Male_Total_Population.data|Marion_Oregon_UnitedStates.Male_Total_Population.missing|Marion_Oregon_UnitedStates.Female_Total_Population.data|Marion_Oregon_UnitedStates.Female_Total_Population.missing|Marion_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|54349.0|0|172899.0|0|173969.0|0|85432.0|0
