|dates|CarsonCity_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|CarsonCity_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|CarsonCity_Nevada_UnitedStates.Male_Total_Population.data|CarsonCity_Nevada_UnitedStates.Male_Total_Population.missing|CarsonCity_Nevada_UnitedStates.Female_Total_Population.data|CarsonCity_Nevada_UnitedStates.Female_Total_Population.missing|CarsonCity_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|CarsonCity_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
