|dates|Thurston_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Thurston_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Thurston_Nebraska_UnitedStates.Male_Total_Population.data|Thurston_Nebraska_UnitedStates.Male_Total_Population.missing|Thurston_Nebraska_UnitedStates.Female_Total_Population.data|Thurston_Nebraska_UnitedStates.Female_Total_Population.missing|Thurston_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Thurston_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|865.0|0|3605.0|0|3698.0|0|2641.0|0
