|dates|Bourbon_Kansas_UnitedStates.BLS_EmployedPopulation.data|Bourbon_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Bourbon_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Bourbon_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Bourbon_Kansas_UnitedStates.BLS_UnemploymentRate.data|Bourbon_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Bourbon_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Bourbon_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-02|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-03|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-04|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-05|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-06|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-07|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-08|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-09|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-10|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-11|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-12|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-13|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-14|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-15|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-16|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-17|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-18|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-19|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-20|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-21|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-22|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-23|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-24|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-25|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-26|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-27|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-28|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-29|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-30|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-01-31|6281.0|0|296.5|0|4.507791714177119|0|6577.5|0
0|2020-02-01|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-02|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-03|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-04|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-05|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-06|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-07|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-08|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-09|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-10|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-11|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-12|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-13|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-14|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-15|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-16|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-17|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-18|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-19|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-20|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-21|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-22|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-23|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-24|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-25|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-26|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-27|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-28|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-02-29|6388.0|0|314.5|0|4.692279000372995|0|6702.5|0
0|2020-03-01|6503.5|0|269.5|0|3.9790344012992764|0|6773.0|0
0|2020-03-02|6503.5|0|269.5|0|3.9790344012992764|0|6773.0|0
0|2020-03-03|6503.5|0|269.5|0|3.9790344012992764|0|6773.0|0
0|2020-03-04|6503.5|0|269.5|0|3.9790344012992764|0|6773.0|0
0|2020-03-05|6503.5|0|269.5|0|3.9790344012992764|0|6773.0|0
0|2020-03-06|6503.5|0|269.5|0|3.9790344012992764|0|6773.0|0
0|2020-03-07|6503.5|0|269.5|0|3.9790344012992764|0|6773.0|0
0|2020-03-08|6503.5|0|269.5|0|3.9790344012992764|0|6773.0|0
0|2020-03-09|6503.5|0|269.5|0|3.9790344012992764|0|6773.0|0
0|2020-03-10|6503.5|0|269.5|0|3.9790344012992764|0|6773.0|0
0|2020-03-11|6503.5|0|269.5|0|3.9790344012992764|0|6773.0|0
0|2020-03-12|6503.5|0|269.5|0|3.9790344012992764|0|6773.0|0
