|dates|NewCastle_Delaware_UnitedStates.MaleAndFemale_AtLeast65_Population.data|NewCastle_Delaware_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|NewCastle_Delaware_UnitedStates.Male_Total_Population.data|NewCastle_Delaware_UnitedStates.Male_Total_Population.missing|NewCastle_Delaware_UnitedStates.Female_Total_Population.data|NewCastle_Delaware_UnitedStates.Female_Total_Population.missing|NewCastle_Delaware_UnitedStates.MaleAndFemale_Under18_Population.data|NewCastle_Delaware_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|87028.0|0|271123.0|0|288212.0|0|120227.0|0
