|dates|Forsyth_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Forsyth_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Forsyth_NorthCarolina_UnitedStates.Male_Total_Population.data|Forsyth_NorthCarolina_UnitedStates.Male_Total_Population.missing|Forsyth_NorthCarolina_UnitedStates.Female_Total_Population.data|Forsyth_NorthCarolina_UnitedStates.Female_Total_Population.missing|Forsyth_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Forsyth_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|60617.0|0|179783.0|0|199316.0|0|86957.0|0
