|dates|Fairfax_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fairfax_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fairfax_Virginia_UnitedStates.Male_Total_Population.data|Fairfax_Virginia_UnitedStates.Male_Total_Population.missing|Fairfax_Virginia_UnitedStates.Female_Total_Population.data|Fairfax_Virginia_UnitedStates.Female_Total_Population.missing|Fairfax_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Fairfax_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3514.0|0|12216.0|0|12358.0|0|6141.0|0
