|dates|McPherson_Kansas_UnitedStates.BLS_EmployedPopulation.data|McPherson_Kansas_UnitedStates.BLS_EmployedPopulation.missing|McPherson_Kansas_UnitedStates.BLS_UnemployedPopulation.data|McPherson_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|McPherson_Kansas_UnitedStates.BLS_UnemploymentRate.data|McPherson_Kansas_UnitedStates.BLS_UnemploymentRate.missing|McPherson_Kansas_UnitedStates.BLS_LaborForcePopulation.data|McPherson_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-02|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-03|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-04|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-05|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-06|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-07|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-08|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-09|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-10|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-11|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-12|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-13|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-14|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-15|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-16|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-17|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-18|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-19|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-20|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-21|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-22|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-23|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-24|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-25|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-26|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-27|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-28|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-29|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-30|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-01-31|16792.0|0|403.5|0|2.3465441539937775|0|17195.5|0
0|2020-02-01|16882.5|0|408.0|0|2.3596772794309016|0|17290.5|0
0|2020-02-02|16882.5|0|408.0|0|2.3596772794309016|0|17290.5|0
0|2020-02-03|16882.5|0|408.0|0|2.3596772794309016|0|17290.5|0
0|2020-02-04|16882.5|0|408.0|0|2.3596772794309016|0|17290.5|0
