|dates|Murray_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Murray_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Murray_Georgia_UnitedStates.Male_Total_Population.data|Murray_Georgia_UnitedStates.Male_Total_Population.missing|Murray_Georgia_UnitedStates.Female_Total_Population.data|Murray_Georgia_UnitedStates.Female_Total_Population.missing|Murray_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Murray_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5931.0|0|19623.0|0|20298.0|0|9891.0|0
