|dates|Hampton_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hampton_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hampton_SouthCarolina_UnitedStates.Male_Total_Population.data|Hampton_SouthCarolina_UnitedStates.Male_Total_Population.missing|Hampton_SouthCarolina_UnitedStates.Female_Total_Population.data|Hampton_SouthCarolina_UnitedStates.Female_Total_Population.missing|Hampton_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Hampton_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3563.0|0|9900.0|0|9451.0|0|4116.0|0
