|dates|Wabash_Indiana_UnitedStates.AveragePrecipitationTotal.data|Wabash_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Wabash_Indiana_UnitedStates.AveragePrecipitation.data|Wabash_Indiana_UnitedStates.AveragePrecipitation.missing|Wabash_Indiana_UnitedStates.AverageWindDirection.data|Wabash_Indiana_UnitedStates.AverageWindDirection.missing|Wabash_Indiana_UnitedStates.AverageWindSpeed.data|Wabash_Indiana_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|228.02083333333334|0|10.854166666666666|0
0|2020-01-02|0.0|0|0.0|0|207.55208333333334|0|8.359375|0
0|2020-01-03|0.0|0|0.0|0|164.0625|0|2.34375|0
0|2020-01-04|0.0|0|0.0|0|274.8958333333333|0|5.895833333333333|0
0|2020-01-05|0.0|0|0.0|0|239.79166666666666|0|10.9375|0
0|2020-01-06|0.0|0|0.0|0|222.08333333333334|0|7.635416666666667|0
0|2020-01-07|0.0|0|0.0|0|182.8125|0|6.833333333333333|0
0|2020-01-08|0.0|0|0.0|0|217.8125|0|7.989583333333333|0
0|2020-01-09|0.0|0|0.0007291666666666667|0|159.89583333333334|0|11.291666666666666|0
0|2020-01-10|0.009791666666666666|0|0.02078125000000001|0|191.875|0|7.088541666666667|0
0|2020-01-11|0.007291666666666666|0|0.030989583333333303|0|167.03125|0|8.90625|0
0|2020-01-12|0.020833333333333332|0|0.00020833333333333335|0|182.8125|0|5.041666666666667|0
0|2020-01-13|0.0|0|0.0|0|172.1875|0|5.760416666666667|0
0|2020-01-14|0.0|0|0.0|0|172.08333333333334|0|6.104166666666667|0
0|2020-01-15|0.0|0|0.0|0|143.33333333333334|0|5.90625|0
0|2020-01-16|0.0|0|0.0|0|308.125|0|10.375|0
0|2020-01-17|0.0|0|0.0005208333333333333|0|82.1875|0|8.645833333333334|0
0|2020-01-18|0.009166666666666667|0|0.013541666666666672|0|210.3125|0|15.916666666666666|0
0|2020-01-19|0.0|0|0.0|0|273.3333333333333|0|12.739583333333334|0
0|2020-01-20|0.0|0|0.0|0|175.05208333333334|0|2.7552083333333335|0
0|2020-01-21|0.0|0|0.0|0|109.0625|0|2.3333333333333335|0
0|2020-01-22|0.0|0|0.0|0|170.625|0|5.416666666666667|0
0|2020-01-23|0.0|0|0.0003125|0|134.47916666666666|0|5.010416666666667|0
0|2020-01-24|0.0008333333333333334|0|0.007500000000000003|0|123.95833333333333|0|5.020833333333333|0
0|2020-01-25|0.004791666666666667|0|0.0|0|239.0625|0|8.84375|0
0|2020-01-26|0.0|0|0.0|0|254.16666666666666|0|8.385416666666666|0
0|2020-01-27|0.0|0|0.0|0|239.53125|0|4.739583333333333|0
0|2020-01-28|0.0|0|0.0|0|205.625|0|3.84375|0
0|2020-01-29|0.0|0|0.0|0|32.5|0|1.6041666666666667|0
0|2020-01-30|0.0|0|0.0|0|22.8125|0|0.875|0
0|2020-01-31|0.0|0|0.0|0|17.395833333333332|0|1.03125|0
0|2020-02-01|0.0|0|0.0|0|180.41666666666666|0|7.395833333333333|0
0|2020-02-02|0.0|0|0.0|0|250.9375|0|14.90625|0
0|2020-02-03|0.0|0|0.0|0|132.60416666666666|0|3.8854166666666665|0
0|2020-02-04|0.0|0|0.0003125|0|105.3125|0|8.083333333333334|0
0|2020-02-05|0.00020833333333333335|0|0.002083333333333334|0|57.604166666666664|0|9.520833333333334|0
0|2020-02-06|0.0014583333333333334|0|0.0|0|47.708333333333336|0|8.197916666666666|0
0|2020-02-07|0.0|0|0.0|0|50.0|0|9.0|0
0|2020-02-08|0.0|0|0.0|0|50.0|0|9.0|0
0|2020-02-09|0.0|0|0.0|0|50.0|0|9.0|0
0|2020-02-10|0.0|0|0.0|0|97.13541666666667|0|5.036458333333333|0
0|2020-02-11|0.0|0|0.0|0|226.04166666666666|0|5.84375|0
0|2020-02-12|0.0|0|0.0036979166666666675|0|116.35416666666667|0|3.3645833333333335|0
0|2020-02-13|0.0025|0|0.00020833333333333335|0|225.10416666666666|0|6.854166666666667|0
0|2020-02-14|0.0|0|0.0|0|222.8125|0|5.427083333333333|0
0|2020-02-15|0.0|0|0.0|0|186.25|0|7.708333333333333|0
0|2020-02-16|0.0|0|0.0|0|170.83333333333334|0|3.4583333333333335|0
0|2020-02-17|0.0|0|0.0020833333333333333|0|82.5|0|6.322916666666667|0
0|2020-02-18|0.0|0|0.002916666666666667|0|253.95833333333334|0|8.25|0
0|2020-02-19|0.0|0|0.0|0|315.0|0|6.375|0
0|2020-02-20|0.0|0|0.0|0|254.27083333333334|0|6.489583333333333|0
0|2020-02-21|0.0|0|0.0|0|202.8125|0|6.635416666666667|0
0|2020-02-22|0.0|0|0.0|0|228.85416666666666|0|8.3125|0
0|2020-02-23|0.0|0|0.0|0|201.77083333333334|0|6.375|0
0|2020-02-24|0.0|0|0.0040625|0|144.16666666666666|0|4.25|0
0|2020-02-25|0.0027083333333333334|0|0.0041666666666666675|0|41.458333333333336|0|8.78125|0
0|2020-02-26|0.002916666666666667|0|0.001666666666666667|0|252.1875|0|8.65625|0
0|2020-02-27|0.0010416666666666667|0|0.0|0|264.375|0|10.635416666666666|0
0|2020-02-28|0.0|0|0.0|0|272.0833333333333|0|8.635416666666666|0
0|2020-02-29|0.0|0|0.0|0|277.7083333333333|0|7.041666666666667|0
0|2020-03-01|0.0|0|0.0|0|280.0|0|7.0|0
0|2020-03-02|0.0|0|0.0|0|280.0|0|7.0|0
0|2020-03-03|0.0|0|0.0|0|280.0|0|7.0|0
0|2020-03-04|0.0|0|0.0|0|280.0|0|7.0|0
0|2020-03-05|0.0|0|0.0|0|280.0|0|7.0|0
0|2020-03-06|0.0|0|0.0|0|280.0|0|7.0|0
0|2020-03-07|0.0|0|0.0|0|280.0|0|7.0|0
0|2020-03-08|0.0|0|0.0|0|213.95833333333334|0|9.270833333333334|0
0|2020-03-09|0.0|0|0.000625|0|203.02083333333334|0|10.583333333333334|0
0|2020-03-10|0.0027083333333333334|0|0.003958333333333335|0|243.54166666666666|0|8.739583333333334|0
0|2020-03-11|0.0004166666666666667|0|0.0|0|137.29166666666666|0|3.2083333333333335|0
0|2020-03-12|0.0|0|0.0|0|91.77083333333333|0|3.3125|0
0|2020-03-13|0.0|0|0.0|0|277.6041666666667|0|11.34375|0
0|2020-03-14|0.0|0|0.000625|0|65.83333333333333|0|3.0416666666666665|0
0|2020-03-15|0.000625|0|0.0|0|68.75|0|5.59375|0
0|2020-03-16|0.0|0|0.0|0|48.541666666666664|0|1.9791666666666667|0
0|2020-03-17|0.0|0|0.0|0|209.79166666666666|0|4.552083333333333|0
0|2020-03-18|0.0|0|0.015937500000000007|0|85.20833333333333|0|5.4375|0
0|2020-03-19|0.010833333333333334|0|0.012187500000000004|0|118.17708333333333|0|6.807291666666667|0
0|2020-03-20|0.009375|0|0.001875|0|291.1458333333333|0|13.3125|0
0|2020-03-21|0.0|0|0.0|0|72.29166666666667|0|6.322916666666667|0
0|2020-03-22|0.0|0|0.001979166666666667|0|87.8125|0|6.5|0
0|2020-03-23|0.00125|0|0.0|0|182.5|0|3.75|0
0|2020-03-24|0.0|0|0.0|0|66.875|0|4.875|0
0|2020-03-25|0.0|0|0.0|0|91.97916666666667|0|2.8333333333333335|0
0|2020-03-26|0.0|0|0.004895833333333334|0|139.6875|0|4.885416666666667|0
0|2020-03-27|0.003541666666666667|0|0.0018750000000000001|0|79.375|0|7.84375|0
0|2020-03-28|0.0010416666666666667|0|0.014270833333333337|0|102.91666666666667|0|6.197916666666667|0
0|2020-03-29|0.008541666666666666|0|0.00010416666666666667|0|236.77083333333334|0|16.895833333333332|0
0|2020-03-30|0.0|0|0.0|0|287.1875|0|10.979166666666666|0
0|2020-03-31|0.0|0|0.0|0|141.04166666666666|0|4.302083333333333|0
0|2020-04-01|0.0|0|0.0|0|218.125|0|4.354166666666667|0
0|2020-04-02|0.0|0|0.0|0|75.10416666666667|0|1.2916666666666667|0
0|2020-04-03|0.0|0|0.0|0|34.375|0|0.6875|0
0|2020-04-04|0.0|0|0.0|0|182.8125|0|4.416666666666667|0
0|2020-04-05|0.0|0|0.0|0|135.20833333333334|0|4.458333333333333|0
0|2020-04-06|0.0|0|0.0|0|94.0625|0|3.6354166666666665|0
0|2020-04-07|0.021041666666666667|0|0.030729166666666665|0|195.57291666666666|0|7.973958333333333|0
0|2020-04-08|0.0|0|0.0005208333333333333|0|217.08333333333334|0|5.03125|0
0|2020-04-09|0.0004166666666666667|0|0.0|0|277.9166666666667|0|11.708333333333334|0
0|2020-04-10|0.0|0|0.0|0|253.33333333333334|0|7.28125|0
0|2020-04-11|0.0|0|0.0|0|144.79166666666666|0|5.333333333333333|0
0|2020-04-12|0.0014583333333333334|0|0.003020833333333334|0|159.47916666666666|0|7.208333333333333|0
0|2020-04-13|0.0010416666666666667|0|0.0004166666666666667|0|261.0416666666667|0|11.802083333333334|0
0|2020-04-14|0.0|0|0.0|0|268.2291666666667|0|9.333333333333334|0
0|2020-04-15|0.0|0|0.0|0|164.375|0|5.5|0
0|2020-04-16|0.0|0|0.0|0|193.125|0|5.869791666666667|0
0|2020-04-17|0.00020833333333333335|0|0.003437500000000001|0|125.3125|0|5.520833333333333|0
0|2020-04-18|0.0020833333333333333|0|0.0|0|237.08333333333334|0|8.489583333333334|0
0|2020-04-19|0.0|0|0.0|0|247.91666666666666|0|8.333333333333334|0
0|2020-04-20|0.0|0|0.0|0|166.5625|0|8.791666666666666|0
0|2020-04-21|0.000625|0|0.0011458333333333336|0|283.8541666666667|0|11.135416666666666|0
0|2020-04-22|0.0|0|0.0|0|92.29166666666667|0|5.104166666666667|0
0|2020-04-23|0.0|0|0.0|0|89.16666666666667|0|5.895833333333333|0
0|2020-04-24|0.0|0|0.0|0|114.0625|0|3.46875|0
0|2020-04-25|0.0|0|0.0003125|0|63.125|0|10.864583333333334|0
0|2020-04-26|0.0014583333333333334|0|0.0017708333333333332|0|226.77083333333334|0|10.708333333333334|0
0|2020-04-27|0.0|0|0.0013541666666666667|0|136.25|0|5.125|0
0|2020-04-28|0.01|0|0.012812500000000003|0|164.21875|0|6.640625|0
0|2020-04-29|0.007083333333333334|0|0.013750000000000004|0|194.21875|0|9.932291666666666|0
0|2020-04-30|0.002916666666666667|0|0.0|0|284.1666666666667|0|10.75|0
0|2020-05-01|0.0|0|0.0|0|252.70833333333334|0|6.104166666666667|0
0|2020-05-02|0.0|0|0.0|0|199.58333333333334|0|8.9375|0
0|2020-05-03|0.0|0|0.0|0|269.5833333333333|0|5.635416666666667|0
0|2020-05-04|0.0|0|0.0|0|158.64583333333334|0|5.78125|0
0|2020-05-05|0.0|0|0.000625|0|62.604166666666664|0|9.697916666666666|0
0|2020-05-06|0.0004166666666666667|0|0.0|0|280.2083333333333|0|6.760416666666667|0
0|2020-05-07|0.0|0|0.0|0|204.89583333333334|0|7.84375|0
0|2020-05-08|0.0|0|0.0|0|202.8125|0|8.84375|0
0|2020-05-09|0.0|0|0.0|0|253.64583333333334|0|7.072916666666667|0
0|2020-05-10|0.0|0|0.0017708333333333335|0|238.90625|0|11.4375|0
0|2020-05-11|0.0|0|0.0|0|279.4791666666667|0|7.3125|0
0|2020-05-12|0.0|0|0.0|0|179.58333333333334|0|4.895833333333333|0
0|2020-05-13|0.0|0|0.0|0|92.1875|0|5.791666666666667|0
