|dates|Spencer_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Spencer_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Spencer_Kentucky_UnitedStates.Male_Total_Population.data|Spencer_Kentucky_UnitedStates.Male_Total_Population.missing|Spencer_Kentucky_UnitedStates.Female_Total_Population.data|Spencer_Kentucky_UnitedStates.Female_Total_Population.missing|Spencer_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Spencer_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2627.0|0|9515.0|0|9279.0|0|4262.0|0
