|dates|Rush_Indiana_UnitedStates.BLS_EmployedPopulation.data|Rush_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Rush_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Rush_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Rush_Indiana_UnitedStates.BLS_UnemploymentRate.data|Rush_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Rush_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Rush_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-02|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-03|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-04|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-05|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-06|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-07|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-08|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-09|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-10|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-11|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-12|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-13|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-14|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-15|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-16|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-17|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-18|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-19|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-20|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-21|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-22|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-23|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-24|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-25|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-26|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-27|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-28|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-29|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-30|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
0|2020-01-31|8517.0|0|262.5|0|2.9899196992995045|0|8779.5|0
