|dates|Lebanon_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lebanon_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lebanon_Pennsylvania_UnitedStates.Male_Total_Population.data|Lebanon_Pennsylvania_UnitedStates.Male_Total_Population.missing|Lebanon_Pennsylvania_UnitedStates.Female_Total_Population.data|Lebanon_Pennsylvania_UnitedStates.Female_Total_Population.missing|Lebanon_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Lebanon_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27397.0|0|69449.0|0|71865.0|0|32143.0|0
