|dates|Brown_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brown_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brown_Illinois_UnitedStates.Male_Total_Population.data|Brown_Illinois_UnitedStates.Male_Total_Population.missing|Brown_Illinois_UnitedStates.Female_Total_Population.data|Brown_Illinois_UnitedStates.Female_Total_Population.missing|Brown_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Brown_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|913.0|0|4245.0|0|2311.0|0|1041.0|0
