|dates|Levy_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Levy_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Levy_Florida_UnitedStates.Male_Total_Population.data|Levy_Florida_UnitedStates.Male_Total_Population.missing|Levy_Florida_UnitedStates.Female_Total_Population.data|Levy_Florida_UnitedStates.Female_Total_Population.missing|Levy_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Levy_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10103.0|0|19903.0|0|20867.0|0|7956.0|0
