|dates|Carroll_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carroll_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carroll_Indiana_UnitedStates.Male_Total_Population.data|Carroll_Indiana_UnitedStates.Male_Total_Population.missing|Carroll_Indiana_UnitedStates.Female_Total_Population.data|Carroll_Indiana_UnitedStates.Female_Total_Population.missing|Carroll_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Carroll_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3949.0|0|10117.0|0|10010.0|0|4451.0|0
