|dates|Portsmouth_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Portsmouth_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Portsmouth_Virginia_UnitedStates.Male_Total_Population.data|Portsmouth_Virginia_UnitedStates.Male_Total_Population.missing|Portsmouth_Virginia_UnitedStates.Female_Total_Population.data|Portsmouth_Virginia_UnitedStates.Female_Total_Population.missing|Portsmouth_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Portsmouth_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14128.0|0|45452.0|0|49180.0|0|22052.0|0
