|dates|Dakota_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dakota_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dakota_Nebraska_UnitedStates.Male_Total_Population.data|Dakota_Nebraska_UnitedStates.Male_Total_Population.missing|Dakota_Nebraska_UnitedStates.Female_Total_Population.data|Dakota_Nebraska_UnitedStates.Female_Total_Population.missing|Dakota_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Dakota_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2735.0|0|10177.0|0|9906.0|0|5729.0|0
