|dates|Delta_Colorado_UnitedStates.AveragePrecipitationTotal.data|Delta_Colorado_UnitedStates.AveragePrecipitationTotal.missing|Delta_Colorado_UnitedStates.AveragePrecipitation.data|Delta_Colorado_UnitedStates.AveragePrecipitation.missing|Delta_Colorado_UnitedStates.AverageWindDirection.data|Delta_Colorado_UnitedStates.AverageWindDirection.missing|Delta_Colorado_UnitedStates.AverageWindSpeed.data|Delta_Colorado_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.003437500000000001|0|134.34027777777777|0|3.582638888888889|0
0|2020-01-02|0.005833333333333334|0|0.00020833333333333335|0|104.86111111111113|0|3.826388888888889|0
0|2020-01-03|0.0|0|0.0|0|117.5|0|4.965277777777778|0
0|2020-01-04|0.0|0|0.0|0|172.5|0|5.416666666666667|0
0|2020-01-05|0.0|0|0.0|0|174.02777777777774|0|5.4305555555555545|0
0|2020-01-06|0.0|0|0.0|0|123.48214285714285|0|4.493055555555556|0
0|2020-01-07|0.0|0|0.0|0|114.58333333333333|0|4.666666666666667|0
0|2020-01-08|0.0|0|0.0|0|170.20833333333334|0|5.072916666666667|0
0|2020-01-09|0.0|0|0.0|0|157.44444444444446|0|4.580555555555556|0
0|2020-01-10|0.0|0|0.0|0|157.10349025974025|0|5.429243326118326|0
0|2020-01-11|0.0|0|0.0|0|144.16666666666666|0|5.541666666666667|0
0|2020-01-12|0.0016666666666666668|0|0.0009583333333333333|0|102.86111111111113|0|3.033333333333333|0
0|2020-01-13|0.0|0|0.0|0|145.0|0|5.125|0
0|2020-01-14|0.0|0|0.0|0|123.95833333333333|0|10.354166666666666|0
0|2020-01-15|0.0|0|0.0|0|116.66666666666667|0|4.625|0
0|2020-01-16|0.0|0|0.0|0|127.91666666666667|0|5.666666666666667|0
0|2020-01-17|0.0|0|0.0018055555555555557|0|191.11111111111111|0|11.038194444444443|0
0|2020-01-18|0.0020833333333333333|0|0.0|0|106.25|0|5.0|0
0|2020-01-19|0.0|0|0.0|0|129.16666666666666|0|4.958333333333333|0
0|2020-01-20|0.0|0|0.0|0|162.5|0|5.083333333333333|0
0|2020-01-21|0.0|0|0.0014583333333333334|0|131.8402777777778|0|3.747222222222222|0
0|2020-01-22|0.0004166666666666667|0|0.00025|0|80.00694444444444|0|2.5124999999999997|0
0|2020-01-23|0.0|0|0.0|0|129.34027777777777|0|2.1944444444444446|0
0|2020-01-24|0.0|0|0.0|0|132.63888888888889|0|4.159722222222222|0
0|2020-01-25|0.0|0|0.0|0|114.5|0|1.886111111111111|0
0|2020-01-26|0.0|0|0.0|0|113.90972222222221|0|3.9375|0
0|2020-01-27|0.0|0|0.006556547619047619|0|130.9672619047619|0|3.97718253968254|0
0|2020-01-28|0.0033333333333333335|0|0.0|0|104.79166666666667|0|4.461805555555555|0
0|2020-01-29|0.0|0|0.0|0|99.16666666666667|0|3.9375|0
0|2020-01-30|0.0|0|0.0|0|142.36111111111111|0|5.472222222222221|0
0|2020-01-31|0.0|0|0.0|0|101.66666666666667|0|5.25|0
0|2020-02-01|0.0|0|0.0|0|100.41666666666667|0|4.666666666666667|0
0|2020-02-02|0.0|0|0.0|0|150.41666666666666|0|6.791666666666667|0
0|2020-02-03|0.0|0|0.0010416666666666667|0|224.87847222222226|0|13.8125|0
0|2020-02-04|0.00125|0|0.0|0|261.7291666666667|0|8.333333333333334|0
0|2020-02-05|0.0|0|0.0|0|104.16666666666667|0|4.833333333333333|0
0|2020-02-06|0.0|0|0.0|0|84.58333333333333|0|1.5|0
0|2020-02-07|0.0|0|0.0|0|58.333333333333336|0|2.0|0
0|2020-02-08|0.0|0|0.0|0|142.08333333333334|0|5.875|0
0|2020-02-09|0.0|0|0.0|0|145.0|0|5.354166666666667|0
0|2020-02-10|0.0|0|0.0|0|154.89583333333334|0|4.173611111111111|0
0|2020-02-11|0.0|0|0.0|0|72.5|0|3.625|0
0|2020-02-12|0.0|0|0.0|0|158.75|0|5.708333333333333|0
0|2020-02-13|0.0|0|0.0|0|100.0|0|4.458333333333333|0
0|2020-02-14|0.0|0|0.0|0|138.75|0|6.0|0
0|2020-02-15|0.0|0|0.0|0|150.0|0|5.958333333333333|0
0|2020-02-16|0.0|0|0.0|0|107.5|0|2.6666666666666665|0
0|2020-02-17|0.0|0|0.0|0|148.33333333333334|0|5.75|0
0|2020-02-18|0.0|0|0.0|0|91.875|0|2.8958333333333335|0
0|2020-02-19|0.0|0|0.0|0|187.08333333333334|0|7.125|0
0|2020-02-20|0.0|0|0.0|0|115.83333333333333|0|4.416666666666667|0
0|2020-02-21|0.0|0|0.0|0|150.83333333333334|0|5.041666666666667|0
0|2020-02-22|0.0|0|0.0|0|163.33333333333334|0|4.166666666666667|0
0|2020-02-23|0.0025|0|0.0025|0|168.85416666666666|0|7.510416666666667|0
0|2020-02-24|0.0004166666666666667|0|0.0|0|264.39814814814815|0|14.162037037037038|0
0|2020-02-25|0.0|0|0.0|0|241.66666666666666|0|12.208333333333334|0
0|2020-02-26|0.0|0|0.0|0|103.75|0|5.458333333333333|0
0|2020-02-27|0.0|0|0.0|0|128.75|0|5.625|0
0|2020-02-28|0.0|0|0.0|0|134.16666666666666|0|5.958333333333333|0
0|2020-02-29|0.0|0|0.0|0|154.58333333333334|0|5.916666666666667|0
0|2020-03-01|0.0|0|0.0|0|180.83333333333334|0|8.958333333333334|0
0|2020-03-02|0.00125|0|0.0020833333333333333|0|171.46825396825398|0|5.853174603174604|0
0|2020-03-03|0.0|0|0.0|0|153.33333333333334|0|5.708333333333333|0
0|2020-03-04|0.0|0|0.0|0|163.75|0|6.958333333333333|0
0|2020-03-05|0.0|0|0.0|0|175.41666666666666|0|7.166666666666667|0
0|2020-03-06|0.0|0|0.0|0|122.08333333333333|0|6.5|0
0|2020-03-07|0.0|0|0.0|0|152.08333333333334|0|8.041666666666666|0
0|2020-03-08|0.0|0|0.0|0|185.625|0|8.479166666666666|0
0|2020-03-09|0.0|0|0.0|0|166.04166666666666|0|7.020833333333333|0
0|2020-03-10|0.0|0|0.0|0|137.5|0|6.083333333333333|0
0|2020-03-11|0.0|0|0.0|0|203.33333333333334|0|5.75|0
0|2020-03-12|0.0|0|0.0|0|136.25|0|4.958333333333333|0
0|2020-03-13|0.0|0|0.0036111111111111114|0|165.9027777777778|0|9.3125|0
0|2020-03-14|0.00375|0|0.0|0|193.33333333333334|0|8.625|0
0|2020-03-15|0.0|0|0.0|0|162.08333333333334|0|8.5|0
