|dates|Middlesex_Connecticut_UnitedStates.BLS_EmployedPopulation.data|Middlesex_Connecticut_UnitedStates.BLS_EmployedPopulation.missing|Middlesex_Connecticut_UnitedStates.BLS_UnemployedPopulation.data|Middlesex_Connecticut_UnitedStates.BLS_UnemployedPopulation.missing|Middlesex_Connecticut_UnitedStates.BLS_UnemploymentRate.data|Middlesex_Connecticut_UnitedStates.BLS_UnemploymentRate.missing|Middlesex_Connecticut_UnitedStates.BLS_LaborForcePopulation.data|Middlesex_Connecticut_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-02|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-03|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-04|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-05|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-06|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-07|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-08|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-09|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-10|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-11|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-12|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-13|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-14|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-15|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-16|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-17|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-18|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-19|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-20|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-21|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-22|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-23|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-24|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
0|2020-01-25|90862.0|0|3747.0|0|3.96051115644389|0|94609.0|0
