|dates|Morgan_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morgan_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morgan_Tennessee_UnitedStates.Male_Total_Population.data|Morgan_Tennessee_UnitedStates.Male_Total_Population.missing|Morgan_Tennessee_UnitedStates.Female_Total_Population.data|Morgan_Tennessee_UnitedStates.Female_Total_Population.missing|Morgan_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Morgan_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3836.0|0|11809.0|0|9770.0|0|4141.0|0
