|dates|Valdez-Cordova_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Valdez-Cordova_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Valdez-Cordova_Alaska_UnitedStates.Male_Total_Population.data|Valdez-Cordova_Alaska_UnitedStates.Male_Total_Population.missing|Valdez-Cordova_Alaska_UnitedStates.Female_Total_Population.data|Valdez-Cordova_Alaska_UnitedStates.Female_Total_Population.missing|Valdez-Cordova_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Valdez-Cordova_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1256.0|0|4803.0|0|4361.0|0|2146.0|0
