|dates|Jay_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jay_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jay_Indiana_UnitedStates.Male_Total_Population.data|Jay_Indiana_UnitedStates.Male_Total_Population.missing|Jay_Indiana_UnitedStates.Female_Total_Population.data|Jay_Indiana_UnitedStates.Female_Total_Population.missing|Jay_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Jay_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3711.0|0|10348.0|0|10416.0|0|5303.0|0
