|dates|Cass_Missouri_UnitedStates.BLS_EmployedPopulation.data|Cass_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Cass_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Cass_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Cass_Missouri_UnitedStates.BLS_UnemploymentRate.data|Cass_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Cass_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Cass_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-02|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-03|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-04|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-05|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-06|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-07|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-08|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-09|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-10|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-11|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-12|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-13|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-14|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-15|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-16|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-17|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-18|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-19|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-20|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-21|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-22|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-23|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-24|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-25|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-26|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-27|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-28|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-29|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-30|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-01-31|53038.5|0|2130.0|0|3.8608988825144785|0|55168.5|0
0|2020-02-01|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-02|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-03|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-04|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-05|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-06|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-07|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-08|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-09|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-10|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-11|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-12|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-13|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-14|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-15|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-16|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-17|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-18|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-19|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-20|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-21|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-22|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-23|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-24|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-25|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-26|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-27|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-28|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-02-29|53293.0|0|1946.5|0|3.523746594375402|0|55239.5|0
0|2020-03-01|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-02|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-03|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-04|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-05|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-06|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-07|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-08|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-09|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-10|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-11|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-12|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-13|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-14|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-15|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-16|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-17|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-18|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-19|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-20|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-21|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-22|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
0|2020-03-23|53180.5|0|2161.5|0|3.905713562935926|0|55342.0|0
