|dates|Brown_Kansas_UnitedStates.AveragePrecipitationTotal.data|Brown_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Brown_Kansas_UnitedStates.AveragePrecipitation.data|Brown_Kansas_UnitedStates.AveragePrecipitation.missing|Brown_Kansas_UnitedStates.AverageWindDirection.data|Brown_Kansas_UnitedStates.AverageWindDirection.missing|Brown_Kansas_UnitedStates.AverageWindSpeed.data|Brown_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|245.83333333333334|0|7.208333333333333|0
