|dates|Valley_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Valley_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Valley_Montana_UnitedStates.Male_Total_Population.data|Valley_Montana_UnitedStates.Male_Total_Population.missing|Valley_Montana_UnitedStates.Female_Total_Population.data|Valley_Montana_UnitedStates.Female_Total_Population.missing|Valley_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Valley_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1738.0|0|3727.0|0|3710.0|0|1703.0|0
