|dates|VanBuren_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|VanBuren_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|VanBuren_Arkansas_UnitedStates.Male_Total_Population.data|VanBuren_Arkansas_UnitedStates.Male_Total_Population.missing|VanBuren_Arkansas_UnitedStates.Female_Total_Population.data|VanBuren_Arkansas_UnitedStates.Female_Total_Population.missing|VanBuren_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|VanBuren_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4325.0|0|8255.0|0|8348.0|0|3328.0|0
