|dates|Pitkin_Colorado_UnitedStates.BLS_EmployedPopulation.data|Pitkin_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Pitkin_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Pitkin_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Pitkin_Colorado_UnitedStates.BLS_UnemploymentRate.data|Pitkin_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Pitkin_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Pitkin_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-02|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-03|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-04|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-05|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-06|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-07|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-08|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-09|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-10|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-11|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-12|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-13|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-14|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-15|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-16|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-17|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-18|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-19|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-20|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-21|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-22|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-23|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-24|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-25|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-26|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-27|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
0|2020-01-28|11099.5|0|276.5|0|2.4305555555555554|0|11376.0|0
