|dates|Washington_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Nebraska_UnitedStates.Male_Total_Population.data|Washington_Nebraska_UnitedStates.Male_Total_Population.missing|Washington_Nebraska_UnitedStates.Female_Total_Population.data|Washington_Nebraska_UnitedStates.Female_Total_Population.missing|Washington_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3673.0|0|10357.0|0|10310.0|0|5017.0|0
