|dates|OutofUT_Utah_UnitedStates.BLS_EmployedPopulation.data|OutofUT_Utah_UnitedStates.BLS_EmployedPopulation.missing|OutofUT_Utah_UnitedStates.BLS_UnemployedPopulation.data|OutofUT_Utah_UnitedStates.BLS_UnemployedPopulation.missing|OutofUT_Utah_UnitedStates.BLS_UnemploymentRate.data|OutofUT_Utah_UnitedStates.BLS_UnemploymentRate.missing|OutofUT_Utah_UnitedStates.BLS_LaborForcePopulation.data|OutofUT_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
