|dates|AnneArundel_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|AnneArundel_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|AnneArundel_Maryland_UnitedStates.Male_Total_Population.data|AnneArundel_Maryland_UnitedStates.Male_Total_Population.missing|AnneArundel_Maryland_UnitedStates.Female_Total_Population.data|AnneArundel_Maryland_UnitedStates.Female_Total_Population.missing|AnneArundel_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|AnneArundel_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|84550.0|0|285333.0|0|290698.0|0|128107.0|0
