|dates|LosAngeles_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LosAngeles_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LosAngeles_California_UnitedStates.Male_Total_Population.data|LosAngeles_California_UnitedStates.Male_Total_Population.missing|LosAngeles_California_UnitedStates.Female_Total_Population.data|LosAngeles_California_UnitedStates.Female_Total_Population.missing|LosAngeles_California_UnitedStates.MaleAndFemale_Under18_Population.data|LosAngeles_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1375957.0|0|4981895.0|0|5123623.0|0|2188893.0|0
