|dates|Custer_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Custer_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Custer_SouthDakota_UnitedStates.Male_Total_Population.data|Custer_SouthDakota_UnitedStates.Male_Total_Population.missing|Custer_SouthDakota_UnitedStates.Female_Total_Population.data|Custer_SouthDakota_UnitedStates.Female_Total_Population.missing|Custer_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Custer_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2621.0|0|4337.0|0|4389.0|0|1343.0|0
