|dates|Aransas_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Aransas_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Aransas_Texas_UnitedStates.Male_Total_Population.data|Aransas_Texas_UnitedStates.Male_Total_Population.missing|Aransas_Texas_UnitedStates.Female_Total_Population.data|Aransas_Texas_UnitedStates.Female_Total_Population.missing|Aransas_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Aransas_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7049.0|0|11751.0|0|12041.0|0|4172.0|0
