|dates|McCulloch_Texas_UnitedStates.BLS_EmployedPopulation.data|McCulloch_Texas_UnitedStates.BLS_EmployedPopulation.missing|McCulloch_Texas_UnitedStates.BLS_UnemployedPopulation.data|McCulloch_Texas_UnitedStates.BLS_UnemployedPopulation.missing|McCulloch_Texas_UnitedStates.BLS_UnemploymentRate.data|McCulloch_Texas_UnitedStates.BLS_UnemploymentRate.missing|McCulloch_Texas_UnitedStates.BLS_LaborForcePopulation.data|McCulloch_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-02|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-03|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-04|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-05|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-06|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-07|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-08|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-09|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-10|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-11|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-12|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-13|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-14|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-15|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-16|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-17|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-18|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-19|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-20|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-21|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-22|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-23|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-24|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-25|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-26|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-27|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-28|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-29|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-30|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-01-31|3172.0|0|158.0|0|4.744744744744745|0|3330.0|0
0|2020-02-01|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-02|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-03|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-04|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-05|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-06|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-07|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-08|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-09|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-10|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-11|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-12|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-13|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-14|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-15|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-16|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-17|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-18|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-19|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
0|2020-02-20|3168.5|0|153.0|0|4.606352551558031|0|3321.5|0
